text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
RT @Defensoria_ONG: 📢Te invitamos a visibilizar el riesgo de vivir en una #ZonaDeSacrificio. Es criminal que empresas sigan envenenando a p…,FALSE,0,,2020-04-14T02:22:14Z,FALSE,,1249885647135019009,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Critico_Humano,47,TRUE,FALSE,,
"RT @teretomasello: @MariaAL89098490 @F_SteinC A mi igual!! Y hoy cuando prendí el Mucho Gusto del canal Mega, vi a Boric y casi vomité...ni…",FALSE,0,,2020-04-14T02:22:13Z,FALSE,,1249885640700891139,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",gabriel79264593,1,TRUE,FALSE,,
"RT @uchile: Casa de Bello comparte modelo de escudo facial -a estas alturas, insumo básico contra el #COVIDー19- para su fabricación gratuit…",FALSE,0,,2020-04-14T02:22:12Z,FALSE,,1249885640046542850,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",emiliatijoux,21,TRUE,FALSE,,
"RT @FJavier1120: Carnicero Mañalich #EscondenLosMuertos maneja las cifras reales de contagiados y atribuye a otros ""factores"" las muertes p…",FALSE,0,,2020-04-14T02:22:06Z,FALSE,,1249885613022642177,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",laleydelabici,5,TRUE,FALSE,,
RT @Defensoria_ONG: 📢Te invitamos a visibilizar el riesgo de vivir en una #ZonaDeSacrificio. Es criminal que empresas sigan envenenando a p…,FALSE,0,,2020-04-14T02:21:54Z,FALSE,,1249885560803602433,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",evelyn_palma9,47,TRUE,FALSE,,
RT @Anwar_Farran: Llevo más de 20 días encerrado y he vuelto a dar positivo por #COVID_19. Esto demuestra lo poco que sabemos sobre el viru…,FALSE,0,,2020-04-14T02:21:54Z,FALSE,,1249885560522579969,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NachoBorges_,12413,TRUE,FALSE,,
Subsecretaria de Salud confirmó brote de Covid-19 en hogar de adultos mayores en Las Condes,FALSE,0,,2020-04-14T02:21:47Z,FALSE,,1249885534215864320,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",amena72615667,0,FALSE,FALSE,,
"RT @CHVNoticias: Bike Santiago pone a disposición sus bicicletas al personal de salud de forma gratuita 

➡️ Sigue el minuto a minuto acá:…",FALSE,0,,2020-04-14T02:21:46Z,FALSE,,1249885528553635840,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",vpinedah,9,TRUE,FALSE,,
"RT @CrisSombras: Mientras esperamos y disfrutamos del capítulo #TúEresJoseLuis, contestemos la encuesta preparada por el Colegio Médico y l…",FALSE,0,,2020-04-14T02:21:34Z,FALSE,,1249885479597740033,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Guifro,1,TRUE,FALSE,,
"RT @cod_coronavirus: AUN NO TE QUEDA CLARO
#QuedateEnCasa 

EXCELENTE , VER VIDEO Y COMPARTE 

#COVID2019chile #coronavirus #COVID2019 #COV…",FALSE,0,,2020-04-14T02:21:24Z,FALSE,,1249885436681621505,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",cod_coronavirus,28,TRUE,FALSE,,
"RT @CHVNoticias: China reportó 89 nuevos casos de coronavirus, 86 de ellos importados

Sigue el minuto a minuto➡️ https://t.co/OEVB7u7zVT h…",FALSE,0,,2020-04-14T02:21:21Z,FALSE,,1249885423259787265,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",mujer_poetisa,5,TRUE,FALSE,,
RT @jgalemparte: Como se reirán Alberto Fernández y el peronismo de minuta encargada por el Presidente de Chile denominada “Chile v/s Argen…,FALSE,0,,2020-04-14T02:21:19Z,FALSE,,1249885416750268416,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Gustavohipoter,139,TRUE,FALSE,,
RT @uchile: Colegio Médico @colmedchile y U. de Chile lanzan encuesta nacional para recopilar datos relevantes sobre #COVIDー19 que ya ha si…,FALSE,0,,2020-04-14T02:21:18Z,FALSE,,1249885409989070849,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NataKrumpet,38,TRUE,FALSE,,
"Mientras esperamos y disfrutamos del capítulo #TúEresJoseLuis, contestemos la encuesta preparada por el Colegio Méd… https://t.co/OsIs8iIVby",FALSE,1,,2020-04-14T02:21:13Z,TRUE,,1249885392100298752,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",CrisSombras,1,FALSE,FALSE,,
"RT @vannina74: Amigos por si a alguien le interesa el contacto es con Mary Zamora +56 9 6728 1175 (amiga mia!) Si no, igual se agradece el…",FALSE,0,,2020-04-14T02:21:01Z,FALSE,,1249885342028759041,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",chlintz,10,TRUE,FALSE,,
"RT @vannina74: Amigos por si a alguien le interesa el contacto es con Mary Zamora +56 9 6728 1175 (amiga mia!) Si no, igual se agradece el…",FALSE,0,,2020-04-14T02:20:58Z,FALSE,,1249885326161727488,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",paogonzalez2108,10,TRUE,FALSE,,
RT @ElMercurio_cl: Qué dicen los informes extranjeros sobre el manejo del covid-19 en Chile y que La Moneda observa con atención https://t.…,FALSE,0,,2020-04-14T02:20:43Z,FALSE,,1249885266749337602,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Smorasalas,5,TRUE,FALSE,,
"RT @juancarlossaid: Wuhan, una ciudad d 11 millones d habitantes, 1800 equipos , compuestos x mínimo de cinco personas, realizaron trazado…",FALSE,0,,2020-04-14T02:20:36Z,FALSE,,1249885235422126080,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",pachogongil,16,TRUE,FALSE,,
RT @adnradiochile: Universidad de Chile y Colegio Médico realizarán encuesta para mejorar gestión frente al Covid-19 https://t.co/ITsDpIl9C…,FALSE,0,,2020-04-14T02:20:34Z,FALSE,,1249885225234161664,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",pameneiras,10,TRUE,FALSE,,
"RT @panchoderosas: No tengo certezas, pero tampoco dudas: El mensaje exitista de la autoridad sobre la gestión sanitaria de COVID-19 está i…",FALSE,0,,2020-04-14T02:20:33Z,FALSE,,1249885220981157888,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",charliedonosoa,2,TRUE,FALSE,,
"RT @juancarlossaid: Wuhan, una ciudad d 11 millones d habitantes, 1800 equipos , compuestos x mínimo de cinco personas, realizaron trazado…",FALSE,0,,2020-04-14T02:20:20Z,FALSE,,1249885169751863298,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Snowsv,16,TRUE,FALSE,,
"RT @venceromuerte: En Chile se #EscondenLosMuertos 

#Covid_19 #EstoPasaEnChile #Chernobyl #coronavirus 

@_puebloinforma2 
@ArchivandoChil…",FALSE,0,,2020-04-14T02:20:04Z,FALSE,,1249885102508855297,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Sara76255440,11,TRUE,FALSE,,
"RT @FacultadMAT_UC: “España e Italia ya están frenando el virus: la tasa de crecimiento bajó a 6% y 4,1% respectivamente. Chile sigue en 8,…",FALSE,0,,2020-04-14T02:20:02Z,FALSE,,1249885094384406530,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Jonatha13564188,1,TRUE,FALSE,,
"RT @MauricioTapiaR: No sé si tiene justificación estadística o de otra naturaleza, pero contar a los muertos como recuperados de Covid-19 d…",FALSE,0,,2020-04-14T02:19:48Z,FALSE,,1249885033088929794,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",juli_hip,9,TRUE,FALSE,,
RT @ElMercurio_cl: Qué dicen los informes extranjeros sobre el manejo del covid-19 en Chile y que La Moneda observa con atención https://t.…,FALSE,0,,2020-04-14T02:19:44Z,FALSE,,1249885018530463746,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",clarroulet,5,TRUE,FALSE,,
RT @jgalemparte: Como se reirán Alberto Fernández y el peronismo de minuta encargada por el Presidente de Chile denominada “Chile v/s Argen…,FALSE,0,,2020-04-14T02:19:41Z,FALSE,,1249885004060143617,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",pekecisternas,139,TRUE,FALSE,,
RT @adnradiochile: Científicos advierten posibles casos de contagio por contacto con cadáveres con COVID-19 https://t.co/V9lu35MV3k https:/…,FALSE,0,,2020-04-14T02:19:39Z,FALSE,,1249884995692515328,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",guido_cc,19,TRUE,FALSE,,
"RT @uchile: Casa de Bello comparte modelo de escudo facial -a estas alturas, insumo básico contra el #COVIDー19- para su fabricación gratuit…",FALSE,0,,2020-04-14T02:19:18Z,FALSE,,1249884908262166528,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",sboric,21,TRUE,FALSE,,
"RT @AgriculturaFM: Confirman brote de COVID-19 en residencia de adultos mayores en Las Condes
https://t.co/7aotv9CZyL",FALSE,0,,2020-04-14T02:19:18Z,FALSE,,1249884907029123074,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",silv_ron,13,TRUE,FALSE,,
"RT @juancarlossaid: Wuhan, una ciudad d 11 millones d habitantes, 1800 equipos , compuestos x mínimo de cinco personas, realizaron trazado…",FALSE,0,,2020-04-14T02:18:55Z,FALSE,,1249884810891464704,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",CCuadradoN,16,TRUE,FALSE,,
