text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
"RT @El_Ciudadano: Mañalich señaló cómo  “un error” cerrar las escuelas tras la pandemia de Coronavirus.

Vía @piensaprensarespaldo 

#nunca…",FALSE,0,,2020-04-21T23:59:45Z,FALSE,,1252748893340807172,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Hecgonq,18,TRUE,FALSE,,
"RT @PiensaPrensa: Abuelita de 90 años no es beneficiaria del bono COVID-19 del gobierno.
""Yo tenía esperanza en este bono que ofrecía el go…",FALSE,0,,2020-04-21T23:59:45Z,FALSE,,1252748892178976769,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",anamoralesf1982,713,TRUE,FALSE,,
"RT @Ro_SaavedraM: Norma González, 90 años, llegó a intermodal de La Cisterna esperando recibir el bono Covid-19 y quedó desconcertada: ""Me…",FALSE,0,,2020-04-21T23:59:39Z,FALSE,,1252748865243164672,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",firinfunflay,44,TRUE,FALSE,,
"RT @PiensaPrensa: Abuelita de 90 años no es beneficiaria del bono COVID-19 del gobierno.
""Yo tenía esperanza en este bono que ofrecía el go…",FALSE,0,,2020-04-21T23:59:35Z,FALSE,,1252748851888500738,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",carlosmusulman,713,TRUE,FALSE,,
"RT @cepal_onu: La gran recesión que sufrirá #ALC debido a efectos del #COVID19, traerá consigo fuerte aumento del desempleo con efectos neg…",FALSE,0,,2020-04-21T23:59:33Z,FALSE,,1252748842266656768,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",LuisLeafar,323,TRUE,FALSE,,
"RT @martiss_39: COVID-19: Chile no está aplanando la curva, la perdimos de vista https://t.co/FbO7RKwSFx
FAVOR DIFUNDIR ESTE ANÁLISIS DEL A…",FALSE,0,,2020-04-21T23:59:29Z,FALSE,,1252748827028860933,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mariflor_pinto,3,TRUE,FALSE,,
"RT @Ro_SaavedraM: Norma González, 90 años, llegó a intermodal de La Cisterna esperando recibir el bono Covid-19 y quedó desconcertada: ""Me…",FALSE,0,,2020-04-21T23:59:29Z,FALSE,,1252748826659733505,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",pasalgadod,44,TRUE,FALSE,,
"RT @waldocarrasco: Quiero datos de número de muertes por neunonia.
Y que es eso de ""neunonia atípica""
Después del manejo de datos de @jmana…",FALSE,0,,2020-04-21T23:59:29Z,FALSE,,1252748823513964546,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",arjenavi,75,TRUE,FALSE,,
"RT @cepal_onu: La gran recesión que sufrirá #ALC debido a efectos del #COVID19, traerá consigo fuerte aumento del desempleo con efectos neg…",FALSE,0,,2020-04-21T23:59:28Z,FALSE,,1252748820112379904,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JoseRMedinaG,323,TRUE,FALSE,,
RT @adnradiochile: Nueva Zelanda amplía cuarentena total hasta el 27 de abril tras buen resultado de medidas ante Covid-19 https://t.co/wc1…,FALSE,0,,2020-04-21T23:59:26Z,FALSE,,1252748812059369472,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",elba_bustost,359,TRUE,FALSE,,
